Economy,Economy Code,ISO Code,Region,Income Group,Report Year,PARENTHOOD SCORE,Is paid leave of at least 14 weeks available to mothers?,Score,Legal Basis,Length of paid maternity leave,Does the government administer 100% of maternity leave benefits?,Score,Legal Basis,Is there paid leave available to fathers?,Score,Legal Basis,Length of paid paternity leave,Is there paid parental leave?,Score,Legal Basis,Shared days,Days for the mother,Days for the father,Is dismissal of pregnant workers prohibited?,Score,Legal Basis
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1992,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1993,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1994,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1995,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1996,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1997,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1998,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1999,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2000,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2001,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2002,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2003,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2004,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2005,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2006,20,No,0,"Código del Trabajo, Art. 135",70,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2007,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2008,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2009,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2010,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2011,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2012,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2013,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2014,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2015,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2016,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2017,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2018,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2019,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2020,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2021,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Decree No. 189 to promulgate the Labour Code, dated 1 June 1959,as amended up to Decree No. 247-89, dated 15 December 1989"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2022,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Constituición de la República, Art. 128(11)"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2023,20,No,0,"Reglamento General de la Ley del Seguro Social, Art. 68; Código del Trabajo, Art. 100(8)",84,No,0,"Código del Trabajo, Art. 136",No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Código del Trabajo, Art. 124; Constituición de la República, Art. 128(11)"
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1971,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1972,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1973,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1974,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1975,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1976,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1977,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1978,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1979,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1980,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1981,20,No,0,Employment Ordinance (Cap.57),0,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1982,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1983,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1984,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1985,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1986,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1987,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1988,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1989,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1990,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1991,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1992,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1993,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1994,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1995,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1996,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1997,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1998,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,1999,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2000,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2001,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2002,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2003,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2004,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2005,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2006,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2007,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2008,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2009,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2010,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2011,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2012,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2013,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2014,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2015,20,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),No,0,No applicable provisions could be located,0,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2016,40,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),Yes,1,"Employment (Amendment) Ordinance 2014, Sec. 15E",3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2017,40,No,0,Employment Ordinance (Cap.57),70,No,0,Employment Ordinance (Cap.57),Yes,1,"Employment (Amendment) Ordinance 2014, Sec. 15E",3,No,0,No applicable provisions could be located,0,0,0,Yes,1,Employment Ordinance (Cap.57)
"Hong Kong SAR, China",HKG,HKG,East Asia & Pacific,High income,2018,40,No,0,"Employment Ordinance (Cap. 57), Secs. 12(2)(a) and 14(2)",70,No,0,"Employment Ordinance (Cap.57), Sec. 14(4)",Yes,1,"Employment (Amendment) Ordinance 2014, Sec. 15E",3,No,0,No applicable provisions could be located,0,0,0,Yes,1,"Employment Ordinance (Cap. 57), Sec. 15"
