Economy,Economy Code,ISO Code,Region,Income Group,Report Year,ASSETS SCORE,Do men and women have equal ownership rights to immovable property?,Score,Legal Basis,Do sons and daughters have equal rights to inherit assets from their parents?,Score,Legal Basis,Do male and female surviving spouses have equal rights to inherit assets?,Score,Legal Basis,Does the law grant spouses equal administrative authority over assets during marriage?,Score,Legal Basis,Does the law provide for the valuation of nonmonetary contributions?,Score,Legal Basis
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2003,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2004,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2005,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2006,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2007,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2008,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2009,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2010,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2011,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2012,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2013,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2014,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2015,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2016,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2017,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2018,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2019,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2020,60,No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret du 8 octobre 1982 Fixant un Nouveau Statut à la Femme Mariée, Art. 8",Yes,1,"Code Civil, Arts. 1179 et 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2021,60,No,0,"Décret portant réforme des régimes matrimoniaux du 9 avril 2020, Art. 1203; Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret portant réforme des régimes matrimoniaux du 9 avril 2020, Art. 1203; Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 8",Yes,1,"Décret portant réforme des régimes matrimoniaux du 9 avril 2020, Arts. 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2022,60,No,0,"Décret portant réforme des régimes matrimoniaux du 9 avril 2020, Art. 1203; Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret portant réforme des régimes matrimoniaux du 9 avril 2020, Art. 1203; Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 8",Yes,1,"Décret portant réforme des régimes matrimoniaux du 9 avril 2020, Arts. 1186-1193"
Haiti,HTI,HTI,Latin America & Caribbean,Lower middle income,2023,60,No,0,"Décret portant réforme des régimes matrimoniaux du 9 avril 2020, Art. 1203; Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 8",Yes,1,"Code civil, Art. 605",Yes,1,"Code civil, Art. 627",No,0,"Décret portant réforme des régimes matrimoniaux du 9 avril 2020, Art. 1203; Décret du 8 octobre 1982 fixant un nouveau statut à la femme mariée, Art. 8",Yes,1,"Décret portant réforme des régimes matrimoniaux du 9 avril 2020, Arts. 1186-1193"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1971,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil de 1906, Arts. 959 y 960",Yes,1,"Código Civil de 1906, Arts. 959, 960 y 1150",Yes,1,"Código Civil de 1906, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1972,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1973,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1974,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1975,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1976,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1977,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1978,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1979,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1980,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1981,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1982,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1983,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1984,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1985,100,Yes,1,"Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código Civil, Arts. 169 y 172",Yes,1,"Código Civil de 1906, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1986,100,Yes,1,"Código de Familia de 1984, Art. 81; Código Civil de 1906, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1987,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1988,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1989,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1990,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1991,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1992,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1993,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1994,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1995,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1996,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1997,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1998,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,1999,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2000,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2001,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2002,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2003,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2004,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2005,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2006,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2007,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2008,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2009,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2010,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2011,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2012,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2013,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172",Yes,1,"Código de Familia, Arts. 64 y 68; Código Civil, Arts. 169 y 172"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2014,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68; Decreto Núm.35-2013, Art. 14",Yes,1,"Código de Familia, Arts. 64 y 68; Decreto Núm.35-2013, Art. 14"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2015,100,Yes,1,"Código de Familia, Art. 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Arts. 64 y 68",Yes,1,"Código de Familia, Arts. 64 y 68"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2016,100,Yes,1,"Decreto Núm.31-2015 modifica Código de Familia, Arts. 70 y 70-D",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Decreto Núm.31-2015 modifica Código de Familia, Arts. 68 y 70-D",Yes,1,"Decreto Núm.31-2015 modifica Código de Familia, Arts. 68, 70 y 70-C"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2017,100,Yes,1,"Código de Familia, Arts. 70, 70-D y 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Art. 68-70 y 70-D",Yes,1,"Código de Familia, Arts. 68, 70 y 70-C"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2018,100,Yes,1,"Código de Familia, Arts. 70, 70-D y 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Art. 68-70 y 70-D",Yes,1,"Código de Familia, Arts. 68, 70 y 70-C"
Honduras,HND,HND,Latin America & Caribbean,Lower middle income,2019,100,Yes,1,"Código de Familia, Arts. 70, 70-D y 81; Código Civil, Art. 613",Yes,1,"Código Civil, Arts. 959 y 960",Yes,1,"Código Civil, Arts. 959, 960 y 1150",Yes,1,"Código de Familia, Art. 68-70 y 70-D",Yes,1,"Código de Familia, Arts. 68, 70 y 70-C"
